GenusSpecies,ImageID
Fraxinus ornus,7900
Betula pendula,1295
Nerium oleander,8716
Arbutus unedo,24121
Robinia pseudoacacia,5758
Fraxinus angustifolia,27810
Ginkgo biloba,28006
Pittosporum tobira,21807
Pistacia lentiscus,4401
Cercis siliquastrum,18805
Acer monspessulanum,20078
Arbutus unedo,33605
Cercis siliquastrum,15229
Albizia julibrissin,7383
Sorbus torminalis,25866
Platanus x hispanica,16630
Pistacia lentiscus,1265
Laurus nobilis,1516
Broussonetia papyrifera,7580
Phillyrea angustifolia,26229
Eriobotrya japonica,8693
Quercus coccifera,21727
Pistacia terebinthus,17922
Fraxinus angustifolia,63
Olea europaea,33522
Cotinus coggygria,30389
Celtis australis,8776
Syringa vulgaris,17757
Robinia pseudoacacia,20017
Eriobotrya japonica,13108
Sambucus nigra,13724
Acer monspessulanum,250
Vitex agnus-castus,34139
Olea europaea,23910
Platanus x hispanica,6427
Acer monspessulanum,1638
Ginkgo biloba,15276
Acer monspessulanum,28019
Celtis australis,34756
Pittosporum tobira,7688
Quercus ilex,35575
Fagus sylvatica,23930
Acer monspessulanum,2645
Corylus avellana,32974
Aesculus hippocastanum,28486
Magnolia grandiflora,16916
Eriobotrya japonica,15720
Betula pendula,16277
Olea europaea,9006
Tilia cordata,30841
Cotinus coggygria,1088
Arbutus unedo,11768
Eriobotrya japonica,21952
Gleditsia triacanthos,31100
Diospyros kaki,14174
Nerium oleander,3418
Betula pendula,29489
Ailanthus altissima,24244
Syringa vulgaris,3465
Acer monspessulanum,11015
Carpinus betulus,34449
Sambucus nigra,2399
Fraxinus angustifolia,31717
Carpinus betulus,27539
Cotinus coggygria,16756
Cornus mas,5260
Quercus ilex,13634
Prunus serotina,2691
Quercus coccifera,14333
Prunus spinosa,4862
Acer monspessulanum,291
Prunus serotina,11466
Magnolia grandiflora,24299
Pistacia lentiscus,5811
Carpinus betulus,26815
Quercus coccifera,19200
Eriobotrya japonica,26646
Sophora japonica,9130
Acer campestre,8422
Ailanthus altissima,13386
Viburnum tinus,28839
Eriobotrya japonica,34138
Celtis australis,24670
Acer monspessulanum,11390
Tilia cordata,7420
Cotinus coggygria,14920
Acer monspessulanum,22866
Pistacia terebinthus,13411
Castanea sativa,21297
Acer platanoides,8723
Viburnum tinus,24239
Fagus sylvatica,31132
Acer platanoides,23188
Laurus nobilis,11014
Viburnum tinus,28676
Albizia julibrissin,31005
Robinia pseudoacacia,20253
Phillyrea angustifolia,19427
Cercis siliquastrum,13608
Fraxinus angustifolia,15376
Ginkgo biloba,31752
Betula pendula,28134
Cercis siliquastrum,1485
Broussonetia papyrifera,21999
Quercus ilex,9302
Fraxinus angustifolia,29649
Cercis siliquastrum,32172
Ailanthus altissima,15848
Crataegus azarolus,14409
Albizia julibrissin,19595
Robinia pseudoacacia,33092
Corylus avellana,32866
Arbutus unedo,21808
Rhus typhina,24193
Quercus ilex,27358
Rhus typhina,12383
Rhamnus alaternus,24040
Eriobotrya japonica,33381
Fagus sylvatica,13203
Quercus pubescens,8682
Cotinus coggygria,7597
Quercus ilex,3171
Eriobotrya japonica,18128
Pittosporum tobira,15308
Rhamnus alaternus,26065
Fraxinus angustifolia,4982
Viburnum tinus,20575
Cercis siliquastrum,20562
Acer monspessulanum,32447
Diospyros kaki,5215
Olea europaea,14834
Fraxinus angustifolia,9994
Nerium oleander,3358
Pistacia lentiscus,23767
Quercus ilex,19613
Nerium oleander,11722
Pistacia lentiscus,15437
Olea europaea,28875
Aesculus hippocastanum,27303
Arbutus unedo,30189
Platanus x hispanica,16013
Laurus nobilis,11735
Aesculus hippocastanum,15102
Syringa vulgaris,6724
Paliurus spina-christi,17779
Ficus carica,27480
Diospyros kaki,23221
Broussonetia papyrifera,32293
Juglans regia,8202
Viburnum tinus,5481
Punica granatum,27270
Cotinus coggygria,17009
Cotinus coggygria,36306
Pistacia lentiscus,12596
Sorbus aria,20108
Quercus coccifera,5705
Nerium oleander,29746
Cotinus coggygria,6406
Crataegus monogyna,23143
Broussonetia papyrifera,6012
Rhamnus cathartica,33540
Quercus pubescens,2886
Acer campestre,31026
Eriobotrya japonica,27144
Acer platanoides,15765
Vitex agnus-castus,31932
Eriobotrya japonica,35017
Cornus mas,9774
Betula pendula,3925
Carpinus betulus,9594
Rhamnus alaternus,14434
Paliurus spina-christi,11104
Viburnum tinus,10394
Carpinus betulus,25812
Cotinus coggygria,19827
Eriobotrya japonica,16702
Corylus avellana,22486
Viburnum tinus,11499
Albizia julibrissin,785
Robinia pseudoacacia,2940
Albizia julibrissin,13030
Diospyros kaki,21823
Corylus avellana,16785
Syringa vulgaris,35297
Robinia pseudoacacia,25062
Aesculus hippocastanum,11025
Celtis australis,35544
Pittosporum tobira,30335
Platanus x hispanica,13197
Nerium oleander,700
Cornus mas,18930
Diospyros kaki,6260
Crataegus monogyna,19762
Acer monspessulanum,29299
Quercus ilex,25254
Quercus ilex,6145
Celtis australis,27571
Fraxinus angustifolia,3875
Malus sylvestris,31415
Phillyrea angustifolia,29289
Juglans nigra,14609
Crataegus monogyna,6462
Nerium oleander,26890
Fraxinus ornus,4511
Ginkgo biloba,26478
Quercus ilex,16692
Cerasus mahaleb,35924
Vitex agnus-castus,19911
Rhamnus alaternus,24740
Fraxinus ornus,27167
Cotinus coggygria,29229
Ilex aquifolium,10900
Pittosporum tobira,25701
Pittosporum tobira,19149
Quercus coccifera,12140
Ginkgo biloba,17904
Castanea sativa,6655
Sophora japonica,18552
Rhus typhina,22769
Magnolia grandiflora,33910
Cotinus coggygria,25686
Pittosporum tobira,1393
Fraxinus angustifolia,24263
Sambucus nigra,11437
Crataegus azarolus,11866
Fraxinus angustifolia,20409
Celtis australis,27235
Cercis siliquastrum,7847
Fraxinus angustifolia,25948
Cotinus coggygria,28551
Acer opalus,20596
Ginkgo biloba,5270
Laurus nobilis,4717
Viburnum tinus,2551
Acer monspessulanum,10295
Fraxinus angustifolia,22245
Rhamnus alaternus,22438
Tilia cordata,34779
Ginkgo biloba,25030
Fagus sylvatica,363
Arbutus unedo,12600
Diospyros kaki,32879
Quercus coccifera,8618
Tilia cordata,13854
Rhamnus alaternus,16254
Corylus avellana,11733
Castanea sativa,19417
Syringa vulgaris,30378
Fagus sylvatica,3056
Quercus ilex,19845
Pistacia lentiscus,19029
Ilex aquifolium,31085
Ilex aquifolium,12263
Aesculus hippocastanum,21871
Quercus pubescens,33267
Eriobotrya japonica,21945
Acer platanoides,31953
Malus sylvestris,7653
Quercus ilex,28478
Punica granatum,22887
Olea europaea,11255
Diospyros kaki,11274
Ilex aquifolium,33893
Platanus x hispanica,11536
Cercis siliquastrum,1040
Crataegus monogyna,8721
Pistacia lentiscus,28126
Acer negundo,12499
Crataegus monogyna,18083
Acer monspessulanum,6184
Eriobotrya japonica,3206
Melia azedarach,17622
Acer campestre,11452
Quercus coccifera,20385
Paliurus spina-christi,7350
Platanus x hispanica,5603
Robinia pseudoacacia,26587
Ailanthus altissima,504
Rhamnus alaternus,9858
Acer negundo,22518
Crataegus monogyna,7725
Juglans regia,15882
Quercus ilex,24673
Fraxinus ornus,2623
Pistacia lentiscus,12814
Ginkgo biloba,25260
Acer pseudoplatanus,14963
Eriobotrya japonica,29930
Robinia pseudoacacia,27073
Ilex aquifolium,7217
Punica granatum,12969
Syringa vulgaris,12069
Pistacia terebinthus,24559
Melia azedarach,33190
Acer monspessulanum,16144
Sophora japonica,18003
Vitex agnus-castus,20604
Cercis siliquastrum,7099
Sorbus domestica,2176
Prunus serotina,28394
Paliurus spina-christi,213
Ligustrum vulgare,8924
Acer monspessulanum,1586
Juglans regia,28909
Ginkgo biloba,32277
Robinia pseudoacacia,34311
Diospyros kaki,20777
Olea europaea,1382
Rhus typhina,14229
Eriobotrya japonica,35684
Celtis australis,19394
Quercus coccifera,202
Fraxinus angustifolia,19522
Syringa vulgaris,9003
Cercis siliquastrum,13376
Pistacia lentiscus,21316
Quercus coccifera,4205
Fagus sylvatica,5836
Castanea sativa,23378
Ilex aquifolium,26787
Ginkgo biloba,21091
Fraxinus ornus,2755
Fagus sylvatica,15089
Carpinus betulus,30674
Acer monspessulanum,30883
Robinia pseudoacacia,20703
Cornus mas,23437
Ilex aquifolium,24390
Paliurus spina-christi,9937
Quercus pubescens,36211
Crataegus monogyna,26437
Cercis siliquastrum,35982
Cotinus coggygria,30461
Cotinus coggygria,14635
Quercus pubescens,15886
Ginkgo biloba,24824
Cercis siliquastrum,35281
Ginkgo biloba,4969
Viburnum tinus,17850
Viburnum tinus,6019
Laurus nobilis,8870
Corylus avellana,28165
Olea europaea,7816
Fraxinus ornus,7432
Ligustrum vulgare,10888
Acer monspessulanum,13923
Quercus petraea,3348
Salix caprea,19131
Viburnum tinus,21602
Quercus pubescens,3547
Celtis australis,4423
Cercis siliquastrum,15602
Quercus ilex,7220
Pistacia lentiscus,31464
Viburnum lantana,1020
Cercis siliquastrum,1319
Crataegus monogyna,20892
Acer negundo,16863
Fagus sylvatica,34245
Punica granatum,30709
Punica granatum,15086
Syringa vulgaris,8327
Vitex agnus-castus,6761
Ginkgo biloba,34014
Fagus sylvatica,30525
Magnolia grandiflora,14898
Arbutus unedo,15416
Crataegus monogyna,32487
Punica granatum,32218
Eriobotrya japonica,9462
Cercis siliquastrum,22161
Nerium oleander,3667
Platanus x hispanica,8428
Ficus carica,3632
Paliurus spina-christi,23637
Acer monspessulanum,10259
Crataegus monogyna,25511
Betula pendula,30747
Quercus pubescens,36287
Eriobotrya japonica,24041
Fagus sylvatica,25690
Fagus sylvatica,28545
Celtis australis,26683
Robinia pseudoacacia,33472
Tilia cordata,19336
Melia azedarach,34502
Castanea sativa,19714
Pistacia lentiscus,4204
Viburnum tinus,23579
Juglans nigra,21756
Castanea sativa,11247
Corylus avellana,24009
Viburnum tinus,30825
Acer monspessulanum,30190
Quercus ilex,12634
Pistacia lentiscus,25080
Robinia pseudoacacia,33959
Arbutus unedo,33694
Quercus ilex,1860
Crataegus monogyna,30740
Cerasus mahaleb,30791
Arbutus unedo,15910
Ficus carica,20303
Quercus pubescens,29331
Diospyros kaki,19342
Cerasus mahaleb,18860
Acer platanoides,1584
Pittosporum tobira,34330
Quercus ilex,28609
Sorbus torminalis,10125
Ginkgo biloba,16435
Punica granatum,20817
Crataegus monogyna,11469
Acer platanoides,2680
Broussonetia papyrifera,26529
Eriobotrya japonica,20691
Eriobotrya japonica,441
Nerium oleander,32584
Olea europaea,28070
Quercus coccifera,17525
Acer campestre,25787
Carpinus betulus,30968
Aesculus hippocastanum,23929
Quercus ilex,15507
Aesculus hippocastanum,5031
Acer pseudoplatanus,22193
Paliurus spina-christi,5093
Olea europaea,15316
Arbutus unedo,30708
Vitex agnus-castus,19718
Broussonetia papyrifera,1545
Paliurus spina-christi,270
Viburnum tinus,4553
Robinia pseudoacacia,4184
Quercus ilex,3449
Broussonetia papyrifera,4354
Ilex aquifolium,11422
Broussonetia papyrifera,20516
Laurus nobilis,865
Pistacia lentiscus,29996
Magnolia grandiflora,7046
Cotinus coggygria,25022
Ficus carica,11153
Gleditsia triacanthos,2274
Pittosporum tobira,14170
Ginkgo biloba,18270
Juglans regia,21813
Fraxinus angustifolia,896
Gleditsia triacanthos,22054
Viburnum tinus,24334
Albizia julibrissin,24759
Arbutus unedo,10067
Olea europaea,10228
Rhamnus cathartica,32897
Pittosporum tobira,18382
Crataegus azarolus,35966
Cercis siliquastrum,6201
Nerium oleander,2292
Quercus pubescens,19892
Ligustrum vulgare,20306
Quercus coccifera,2991
Acer monspessulanum,33946
Rhamnus alaternus,26839
Carpinus betulus,9117
Ficus carica,8313
Quercus ilex,31412
Juglans nigra,11467
Paliurus spina-christi,35518
Rhamnus alaternus,32875
Cerasus mahaleb,7806
Quercus petraea,23485
Ligustrum vulgare,27421
Albizia julibrissin,15436
Quercus pubescens,15443
Diospyros kaki,34961
Ginkgo biloba,24907
Quercus ilex,3464
Rhus typhina,13049
Castanea sativa,6793
Pistacia terebinthus,5744
Nerium oleander,6598
Arbutus unedo,21879
Cercis siliquastrum,31637
Melia azedarach,13887
Ailanthus altissima,10505
Syringa vulgaris,7483
Syringa vulgaris,26782
Salix caprea,11553
Nerium oleander,16166
Cercis siliquastrum,7924
Malus sylvestris,2397
Paliurus spina-christi,5009
Melia azedarach,27061
Crataegus monogyna,10051
Crataegus monogyna,26173
Fraxinus ornus,20330
Ilex aquifolium,348
Viburnum tinus,23090
Eriobotrya japonica,23958
Acer platanoides,12959
Laburnum anagyroides,24560
Acer negundo,31533
Phillyrea angustifolia,32284
Ficus carica,30633
Cotinus coggygria,1156
Pistacia lentiscus,20702
Rhamnus alaternus,25297
Fagus sylvatica,15541
Diospyros kaki,34576
Tilia cordata,18205
Corylus avellana,1838
Platanus x hispanica,27393
Punica granatum,36188
Viburnum tinus,26575
Ailanthus altissima,31282
Vitex agnus-castus,36123
Nerium oleander,26203
Syringa vulgaris,420
Crataegus azarolus,25609
Acer negundo,12880
Sambucus nigra,2890
Diospyros kaki,8368
Corylus avellana,29435
Olea europaea,11827
Ilex aquifolium,21628
Fraxinus ornus,29090
Crataegus azarolus,20270
Viburnum tinus,11614
Aesculus hippocastanum,22022
Robinia pseudoacacia,28415
Cerasus mahaleb,764
Prunus spinosa,28940
Cercis siliquastrum,10357
Pistacia lentiscus,12092
Laurus nobilis,14061
Melia azedarach,12553
Viburnum tinus,28923
Albizia julibrissin,6647
Cercis siliquastrum,27427
Pittosporum tobira,28186
Fraxinus angustifolia,20652
Acer opalus,17962
Ilex aquifolium,8524
Olea europaea,11900
Celtis australis,16621
Ginkgo biloba,26774
Albizia julibrissin,30363
Quercus pubescens,8932
Quercus ilex,34860
Acer monspessulanum,33662
Betula pendula,6133
Olea europaea,24225
Cerasus mahaleb,23962
Cotinus coggygria,19657
Salix caprea,33158
Sophora japonica,32007
Juglans regia,2601
Olea europaea,26446
Quercus ilex,35201
Diospyros kaki,17873
Platanus x hispanica,9772
Cotinus coggygria,4490
Fraxinus excelsior,35935
Laurus nobilis,28502
Quercus pubescens,23308
Robinia pseudoacacia,8933
Gleditsia triacanthos,14924
Cotinus coggygria,30650
Melia azedarach,13965
Platanus x hispanica,35942
Robinia pseudoacacia,7232
Rhus typhina,25669
Platanus x hispanica,12759
Cercis siliquastrum,23383
Pittosporum tobira,14584
Pistacia lentiscus,18385
Celtis australis,24304
Rhus typhina,18654
Acer negundo,32022
Quercus ilex,31718
Broussonetia papyrifera,12368
Ginkgo biloba,5517
Acer platanoides,7780
Celtis australis,32814
Ailanthus altissima,30376
Rhus typhina,10302
Olea europaea,33161
Acer platanoides,20239
Pistacia terebinthus,5090
Acer opalus,28071
Celtis australis,13026
Sorbus torminalis,36105
Sambucus nigra,5893
Aesculus hippocastanum,5460
Castanea sativa,34817
Vitex agnus-castus,10249
Broussonetia papyrifera,7707
Arbutus unedo,22488
Cercis siliquastrum,3104
Nerium oleander,29967
Arbutus unedo,3944
Albizia julibrissin,32544
Diospyros kaki,12059
Corylus avellana,17257
Malus sylvestris,147
Nerium oleander,30444
Syringa vulgaris,27744
Castanea sativa,18859
Fagus sylvatica,12768
Olea europaea,7934
Quercus ilex,9846
Corylus avellana,27452
Crataegus monogyna,4578
Rhus typhina,32903
Crataegus azarolus,747
Rhamnus alaternus,29077
Acer campestre,33675
Pistacia terebinthus,16688
Crataegus azarolus,12373
Quercus ilex,14786
Rhus typhina,31781
Laurus nobilis,6641
Vitex agnus-castus,10679
Acer campestre,30985
Laurus nobilis,17793
Quercus coccifera,12074
Broussonetia papyrifera,22710
Cotinus coggygria,24369
Arbutus unedo,11128
Paliurus spina-christi,4528
Viburnum tinus,15119
Cotinus coggygria,12174
Corylus avellana,32597
Laburnum anagyroides,25166
Quercus pubescens,4991
Acer monspessulanum,1957
Cotinus coggygria,31974
Cotinus coggygria,29769
Broussonetia papyrifera,5216
Acer monspessulanum,18997
Acer monspessulanum,18364
Cerasus mahaleb,2444
Quercus pubescens,13970
Rhamnus alaternus,312
Ilex aquifolium,25048
Ginkgo biloba,8898
Quercus pubescens,19791
Nerium oleander,4030
Quercus ilex,21609
Olea europaea,16568
Laurus nobilis,18897
Olea europaea,19079
Eriobotrya japonica,18542
Pittosporum tobira,28320
Fraxinus ornus,27974
Nerium oleander,2033
Fraxinus excelsior,29845
Corylus avellana,23252
Betula pendula,9275
Gleditsia triacanthos,34775
Corylus avellana,8713
Sorbus aria,22777
Ginkgo biloba,14653
Olea europaea,18408
Fraxinus angustifolia,8672
Pistacia lentiscus,10908
Olea europaea,26060
Diospyros kaki,11327
Viburnum lantana,9503
Cercis siliquastrum,31590
Quercus pubescens,6780
Rhamnus alaternus,23486
Pittosporum tobira,26869
Laurus nobilis,26113
Castanea sativa,36031
Crataegus azarolus,24436
Acer monspessulanum,35236
Nerium oleander,24566
Pittosporum tobira,6977
Acer monspessulanum,36305
Crataegus monogyna,16579
Cotinus coggygria,4137
Viburnum tinus,26984
Sambucus nigra,25428
Aesculus hippocastanum,11628
Acer negundo,29806
Platanus x hispanica,17336
Corylus avellana,20580
Ilex aquifolium,13955
Pittosporum tobira,11307
Malus sylvestris,19610
Vitex agnus-castus,32839
Olea europaea,30160
Corylus avellana,16826
Celtis australis,25361
Paliurus spina-christi,2066
Fraxinus angustifolia,6051
Punica granatum,19929
Acer campestre,27727
Acer platanoides,28200
Juglans regia,13496
Olea europaea,29336
Broussonetia papyrifera,36216
Pittosporum tobira,24170
Quercus pubescens,4238
Platanus x hispanica,567
Quercus ilex,19009
Ficus carica,30453
Acer monspessulanum,1007
Quercus pubescens,18196
Alnus glutinosa,7132
Albizia julibrissin,22659
Quercus pubescens,32359
Ficus carica,919
Pistacia lentiscus,31813
Crataegus monogyna,15921
Corylus avellana,27990
Laurus nobilis,7598
Cotinus coggygria,28203
Ginkgo biloba,30433
Cotinus coggygria,3832
Pistacia lentiscus,5224
Ginkgo biloba,16952
Robinia pseudoacacia,33306
Olea europaea,29386
Vitex agnus-castus,6505
Rhus typhina,15770
Phillyrea angustifolia,32960
Nerium oleander,8240
Broussonetia papyrifera,33671
Pistacia terebinthus,15619
Pittosporum tobira,14628
Platanus x hispanica,18223
Crataegus monogyna,35555
Pittosporum tobira,867
Acer negundo,24736
Diospyros kaki,22357
Quercus pubescens,17385
Cornus mas,27250
Quercus ilex,15518
Celtis australis,18981
Pistacia terebinthus,4960
Quercus pubescens,32720
Fraxinus angustifolia,10548
Nerium oleander,8605
Nerium oleander,29086
Quercus coccifera,19255
Olea europaea,24151
Ficus carica,9923
Eriobotrya japonica,32620
Rhus typhina,29671
Celtis australis,27109
Quercus pubescens,35762
Acer campestre,14668
Ginkgo biloba,9128
Paliurus spina-christi,19494
Viburnum tinus,35424
Crataegus monogyna,35832
Fraxinus ornus,33253
Cotinus coggygria,22820
Betula pendula,31083
Betula pendula,10348
Gleditsia triacanthos,4381
Pistacia lentiscus,16159
Viburnum lantana,8009
Punica granatum,15354
Crataegus azarolus,11782
Castanea sativa,22938
Malus sylvestris,21870
Platanus x hispanica,12139
Cercis siliquastrum,36223
Fagus sylvatica,5466
Broussonetia papyrifera,10892
Castanea sativa,15853
Pistacia terebinthus,12197
Cercis siliquastrum,19103
Paliurus spina-christi,24473
Pittosporum tobira,9089
Quercus pubescens,6226
Sorbus aria,24686
Ginkgo biloba,24950
Cercis siliquastrum,6341
Paliurus spina-christi,13574
Prunus serotina,35602
Betula pendula,22575
Ginkgo biloba,5880
Fagus sylvatica,32239
Syringa vulgaris,36244
Nerium oleander,19919
Prunus serotina,31627
Pittosporum tobira,15072
Vitex agnus-castus,1626
Sophora japonica,20174
Olea europaea,19289
Laburnum anagyroides,25053
Crataegus azarolus,34778
Acer campestre,4068
Acer monspessulanum,33375
Juglans nigra,20999
Acer monspessulanum,4638
Acer campestre,16627
Tilia cordata,20676
Olea europaea,30030
Punica granatum,4530
Platanus x hispanica,31115
Salix caprea,27217
Eriobotrya japonica,6378
Pistacia lentiscus,8845
Pistacia lentiscus,5001
Pistacia terebinthus,25334
Eriobotrya japonica,3671
Juglans nigra,35504
Cotinus coggygria,26772
Platanus x hispanica,15356
Prunus serotina,29337
Platanus x hispanica,27769
Laburnum anagyroides,35156
Pittosporum tobira,5335
Diospyros kaki,2075
Nerium oleander,4619
Broussonetia papyrifera,23178
